customer_id,transaction_amount,fraud_flag
CUST00024,1592.39,1
CUST00024,1893.42,0
CUST00024,152.66,0
CUST00025,156.81,0
CUST00025,4924.03,0
CUST00025,3622.11,0
CUST00025,2336.77,0
CUST00025,4543.49,0
CUST00025,4610.15,0
CUST00025,1233.13,0
CUST00025,3938.66,0
CUST00025,4383.19,0
CUST00025,5684.47,0
CUST00026,1876.76,0
CUST00026,3181.89,0
CUST00026,3181.84,0
CUST00026,2469.31,0
CUST00026,1060.74,0
CUST00026,2562.34,0
CUST00026,4592.44,0
CUST00026,3342.0,0
CUST00026,4826.67,0
CUST00026,1027.6,0
CUST00026,1018.87,0
CUST00027,2611.49,0
CUST00027,1438.33,0
CUST00027,1262.93,0
CUST00027,1475.1,0
CUST00027,5434.01,0
CUST00027,741.5,0
CUST00027,1511.14,0
CUST00027,3908.9,0
CUST00027,6069.98,0
CUST00028,1327.74,0
CUST00028,1303.05,0
CUST00028,928.91,0
CUST00028,2368.55,0
CUST00028,2240.92,0
CUST00028,178.52,0
CUST00028,4610.57,0
CUST00028,5752.54,0
CUST00028,2672.01,0
CUST00028,2722.86,0
CUST00028,1785.57,0
CUST00028,1273.5,0
CUST00028,4964.31,0
CUST00028,2524.24,0
CUST00028,3574.37,0
CUST00028,2113.78,0
CUST00028,3617.58,0
CUST00029,4684.03,0
CUST00029,4628.82,0
CUST00029,3235.15,0
CUST00029,3460.89,0
CUST00029,5006.91,0
CUST00029,3955.84,0
CUST00029,1365.63,0
CUST00029,467.28,0
CUST00029,5869.4,0
CUST00029,2575.97,0
CUST00029,1842.68,0
CUST00029,2610.83,0
CUST00029,3953.55,0
CUST00029,146.74,0
CUST00029,4720.37,0
CUST00029,2777.95,0
CUST00030,1324.62,0
CUST00030,3136.53,0
CUST00030,4695.36,0
CUST00030,440.45,0
CUST00030,5000.26,0
CUST00030,3331.78,0
CUST00030,2904.16,0
CUST00031,3776.55,0
CUST00031,1377.72,0
CUST00031,4400.24,0
CUST00031,4427.96,0
CUST00031,38.11,0
CUST00031,3525.2,0
CUST00031,1527.95,0
CUST00031,1744.19,0
CUST00032,1250.08,0
CUST00032,4447.98,0
CUST00032,2515.19,0
CUST00032,3647.68,0
CUST00032,2896.14,0
CUST00032,1998.58,0
CUST00032,2600.62,0
CUST00032,977.37,0
CUST00032,6456.04,0
CUST00032,2411.59,0
CUST00033,1306.06,0
CUST00033,594.82,0
CUST00033,5580.18,0
CUST00033,1454.69,0
CUST00033,3887.26,0
CUST00033,1871.55,0
CUST00033,4242.82,0
CUST00033,3556.15,0
CUST00033,1076.06,0
CUST00033,3024.08,0
CUST00033,2371.62,0
CUST00033,6015.66,0
CUST00033,1871.9,0
CUST00033,1127.04,0
CUST00033,1530.93,0
CUST00034,840.24,0
CUST00034,5331.02,0
CUST00034,2476.11,0
CUST00034,58.5,0
CUST00034,1931.89,0
CUST00034,2132.63,0
CUST00034,2798.69,0
CUST00034,2415.2,0
CUST00034,3034.15,0
CUST00034,3400.42,0
CUST00034,5675.72,0
CUST00034,4338.97,0
CUST00034,5226.42,0
CUST00034,765.13,0
CUST00034,2462.61,0
CUST00034,4726.97,0
CUST00034,2503.91,0
CUST00034,1505.75,0
CUST00034,5132.98,0
CUST00034,891.64,0
CUST00034,2991.38,0
CUST00034,2775.77,0
CUST00034,3449.79,0
CUST00034,7287.84,0
CUST00034,5454.5,0
CUST00035,2092.64,0
CUST00035,328.77,0
CUST00035,2149.37,0
CUST00035,3117.59,0
CUST00035,3728.75,0
CUST00035,4236.38,0
CUST00035,3302.11,0
CUST00035,1343.75,0
CUST00035,3792.92,0
CUST00035,1420.73,0
CUST00035,1791.86,0
CUST00035,1606.13,0
CUST00035,2049.84,0
CUST00035,4729.35,0
CUST00035,3996.8,0
CUST00035,4292.96,0
CUST00035,5332.1,0
CUST00035,782.59,0
CUST00035,3042.76,0
CUST00035,2714.27,0
CUST00035,3647.24,0
CUST00035,3617.07,0
CUST00035,59.26,0
CUST00035,5476.62,0
CUST00035,1934.22,0
CUST00035,3380.8,0
CUST00036,5555.75,0
CUST00036,4346.77,0
CUST00036,7901.24,0
CUST00036,2345.86,0
CUST00036,4801.53,0
CUST00036,4000.37,0
CUST00036,2322.81,0
CUST00037,2504.77,0
CUST00037,1493.43,0
CUST00037,3924.4,0
CUST00037,1895.83,0
CUST00037,892.91,0
CUST00037,3672.18,0
CUST00037,3034.23,0
CUST00037,1053.52,0
CUST00037,1933.44,0
CUST00037,4736.25,0
CUST00037,801.71,0
CUST00037,4222.04,0
CUST00037,2525.15,0
CUST00037,609.86,0
CUST00037,2763.57,0
CUST00037,3036.71,0
CUST00037,1300.18,0
CUST00037,3536.07,0
CUST00037,5130.27,0
CUST00037,6856.3,0
CUST00037,4990.24,0
CUST00037,4223.2,0
CUST00037,3649.76,0
CUST00037,4591.32,0
CUST00037,7419.3,0
CUST00037,2963.7,0
CUST00038,2211.2,0
CUST00038,4938.56,0
CUST00038,1602.16,0
CUST00038,1140.97,0
CUST00038,2454.36,0
CUST00038,4883.31,0
CUST00038,7453.52,0
CUST00038,2590.81,0
CUST00038,775.33,0
CUST00039,3323.4,0
CUST00039,2750.27,0
CUST00039,4145.56,0
CUST00039,5705.24,0
CUST00039,3414.53,0
CUST00039,3646.58,0
CUST00039,563.13,0
CUST00039,2282.1,0
CUST00039,767.34,0
CUST00039,2116.91,0
CUST00039,2479.79,0
CUST00039,4106.32,0
CUST00040,1193.93,0
CUST00040,2156.36,0
CUST00040,3748.68,0
CUST00040,5259.03,0
CUST00040,3805.5,0
CUST00041,2314.32,0
CUST00041,4009.88,0
CUST00041,3831.75,0
CUST00041,132.41,0
CUST00041,986.59,0
CUST00041,4789.46,0
CUST00041,2690.47,0
CUST00041,4133.95,0
CUST00041,5686.34,0
CUST00041,5413.9,0
CUST00042,1471.97,0
CUST00042,6334.07,0
CUST00042,4519.94,0
CUST00042,3140.18,0
CUST00042,2013.12,0
CUST00042,2916.56,0
CUST00042,3377.17,0
CUST00042,4399.2,0
CUST00042,4885.74,0
CUST00042,1729.42,0
CUST00042,4120.67,0
CUST00042,4235.7,0
CUST00042,863.14,0
CUST00042,580.26,0
CUST00042,3191.86,0
CUST00042,3395.22,0
CUST00042,1946.65,0
CUST00042,7207.4,0
CUST00042,6234.6,0
CUST00042,1339.98,0
CUST00042,4636.16,0
CUST00042,1857.29,0
CUST00042,3868.91,0
CUST00043,2889.43,0
CUST00043,3447.66,0
CUST00043,5540.67,0
CUST00043,2269.24,0
CUST00043,4914.77,0
CUST00043,3232.87,0
CUST00043,4525.3,0
CUST00043,1387.75,0
CUST00043,2891.74,0
CUST00043,4599.87,0
CUST00043,4511.27,0
CUST00043,6939.32,0
CUST00043,6394.55,0
CUST00043,5173.2,0
CUST00043,1403.67,0
CUST00043,1177.61,0
CUST00044,3876.26,0
CUST00044,5086.88,0
CUST00044,3799.1,0
CUST00044,618.21,0
CUST00044,1858.83,0
CUST00045,7473.47,0
CUST00045,4234.8,0
CUST00045,3591.66,0
CUST00045,3877.27,0
CUST00045,4502.63,0
CUST00045,3712.05,0
CUST00045,4990.8,0
CUST00045,3992.35,0
CUST00045,3647.8,0
CUST00045,3349.17,0
CUST00045,3424.44,0
CUST00045,302.48,0
CUST00045,3419.66,0
CUST00045,3958.34,0
CUST00045,4260.77,0
CUST00045,2099.13,0
CUST00045,3653.75,0
CUST00045,3694.67,0
CUST00045,3830.74,0
CUST00045,2006.37,0
CUST00045,1891.04,0
CUST00045,3453.01,0
CUST00045,2474.17,0
CUST00045,1880.51,0
CUST00045,3282.99,0
CUST00045,1262.53,0
CUST00045,6088.36,0
CUST00046,4657.52,0
CUST00046,3508.67,0
CUST00046,5362.97,0
CUST00046,3468.69,0
CUST00046,1416.74,0
CUST00046,4019.59,0
CUST00046,5258.32,0
CUST00046,5876.97,0
CUST00046,2442.4,0
CUST00046,3924.62,0
CUST00046,1418.06,0
CUST00046,334.85,0
CUST00046,1439.02,0
CUST00046,2401.93,0
CUST00046,1577.89,0
CUST00047,4606.68,0
CUST00047,4983.36,0
CUST00047,3622.17,0
CUST00047,248.91,0
CUST00047,6392.68,0
CUST00047,2497.55,0
CUST00047,1942.61,0
CUST00047,4655.14,0
CUST00047,2593.23,0
CUST00047,1399.98,0
CUST00047,2280.5,0
CUST00047,2727.61,0
CUST00047,5739.04,0
CUST00047,3432.75,0
CUST00047,5281.26,0
CUST00047,2047.68,0
CUST00047,1190.04,0
CUST00047,5073.95,0
CUST00047,2482.79,0
CUST00047,2763.03,0
CUST00047,5063.82,0
CUST00047,1274.1,0
CUST00047,3728.46,0
CUST00047,2726.51,0
CUST00048,3761.1,0
CUST00048,1208.14,0
CUST00048,3972.95,0
CUST00048,3712.74,0
CUST00048,3185.31,0
CUST00048,1222.69,0
CUST00048,3530.76,0
CUST00048,1782.0,0
CUST00048,3333.41,0
CUST00048,1385.31,0
CUST00048,5208.68,0
CUST00048,3324.64,0
CUST00048,2275.93,0
CUST00048,1169.53,0
CUST00048,801.77,0
CUST00048,5642.37,0
CUST00048,2631.38,0
CUST00048,4249.75,0
CUST00048,637.52,0
CUST00048,5170.93,0
CUST00049,2366.8,0
CUST00049,5301.54,0
CUST00049,653.03,0
CUST00049,1243.58,0
CUST00049,1528.55,0
CUST00049,7093.06,0
CUST00049,7590.05,0
CUST00049,1592.23,0
CUST00049,2604.14,0
CUST00049,2981.41,0
CUST00049,1618.47,0
CUST00049,4112.34,0
CUST00049,5058.66,0
CUST00049,3874.35,0
CUST00049,1117.24,0
CUST00049,1655.98,0
CUST00049,2515.0,0
CUST00049,4895.9,0
CUST00049,2324.71,0
CUST00050,2156.15,0
CUST00050,191.14,0
CUST00050,3806.07,0
CUST00050,4593.66,0
CUST00050,4850.55,0
CUST00050,6761.45,0
CUST00050,1402.04,0
CUST00050,7790.14,0
CUST00050,2443.81,0
CUST00050,1358.45,0
CUST00050,4023.47,0
CUST00050,2988.95,0
CUST00050,789.51,0
CUST00051,1701.82,0
CUST00051,4682.74,0
CUST00051,896.79,0
CUST00051,1602.35,0
CUST00051,45.82,0
CUST00051,5565.32,0
CUST00051,1467.39,0
CUST00051,2371.13,0
CUST00051,1865.69,0
CUST00051,5025.39,0
CUST00051,1120.28,0
CUST00051,6026.28,0
CUST00051,59.85,0
CUST00051,498.11,0
CUST00051,1585.48,0
CUST00051,7094.02,0
CUST00051,810.6,0
CUST00052,1526.89,0
CUST00052,9155.66,0
CUST00052,4980.85,0
CUST00052,4212.71,0
CUST00052,3345.62,0
CUST00052,2189.42,0
CUST00052,6365.78,0
CUST00052,4974.76,0
CUST00052,4340.09,0
CUST00052,3666.71,0
CUST00052,3455.56,0
CUST00052,5368.67,0
CUST00052,2794.83,0
CUST00052,5876.14,0
CUST00052,2201.49,0
CUST00052,2331.06,0
CUST00052,2296.84,0
CUST00052,2675.27,0
CUST00053,5438.11,0
CUST00053,4328.84,0
CUST00053,1361.11,0
CUST00053,5486.77,0
CUST00053,4124.11,0
CUST00053,2952.34,0
CUST00053,2796.66,0
CUST00053,1200.93,0
CUST00053,4304.27,0
CUST00053,3977.14,0
CUST00053,5272.46,0
CUST00053,4230.56,0
CUST00053,467.98,0
CUST00053,4961.18,0
CUST00053,4818.69,0
CUST00053,4055.86,0
CUST00053,913.45,0
CUST00053,5146.74,0
CUST00053,3552.58,0
CUST00053,2225.14,0
CUST00053,2740.27,0
CUST00053,4566.18,0
CUST00053,843.6,0
CUST00053,5777.67,0
CUST00053,4089.93,0
CUST00053,3792.09,0
CUST00053,2428.06,0
CUST00053,7861.29,0
CUST00053,1774.77,0
CUST00054,6404.59,0
CUST00054,4806.6,0
CUST00054,1711.22,0
CUST00054,3584.89,0
CUST00054,3058.57,0
CUST00054,1216.34,0
CUST00054,3831.26,0
CUST00054,3633.99,0
CUST00054,4384.97,0
CUST00054,3542.11,0
CUST00054,3920.79,0
CUST00054,2755.46,0
CUST00054,1660.3,0
CUST00054,1539.05,0
CUST00054,486.49,0
CUST00054,3682.31,0
CUST00054,2725.89,0
CUST00054,2263.67,0
CUST00054,931.29,0
CUST00054,4182.92,0
CUST00054,1626.85,0
CUST00054,2411.16,0
CUST00054,2955.33,0
CUST00054,2530.37,0
CUST00054,2247.09,0
CUST00054,1252.74,0
CUST00055,5028.65,0
CUST00055,1883.74,0
CUST00055,3847.6,0
CUST00055,246.17,0
CUST00055,1702.92,0
CUST00055,61.61,0
CUST00055,2925.32,0
CUST00055,4589.63,0
CUST00055,6010.92,0
CUST00055,5828.65,0
CUST00055,4676.19,0
CUST00055,3651.53,0
CUST00055,179.24,0
CUST00055,6925.8,0
CUST00055,4454.28,0
CUST00055,3492.65,0
CUST00055,3346.35,0
CUST00055,5595.79,0
CUST00055,591.37,0
CUST00055,2194.71,0
CUST00055,1484.44,0
CUST00055,607.64,0
CUST00055,6761.79,0
CUST00055,3316.57,0
CUST00055,1321.93,0
CUST00055,3074.71,0
CUST00055,5038.27,0
CUST00055,3328.52,0
CUST00055,4684.39,0
CUST00056,378.43,0
CUST00056,1978.72,0
CUST00056,3672.46,0
CUST00056,841.8,0
CUST00056,318.22,0
CUST00056,3706.97,0
CUST00056,4571.77,0
CUST00056,363.14,0
CUST00056,5186.91,0
CUST00056,7254.05,0
CUST00056,4504.79,0
CUST00056,2114.37,0
CUST00057,7114.69,0
CUST00057,3128.47,0
CUST00057,553.8,0
CUST00057,786.71,0
CUST00057,5138.88,0
CUST00057,3336.44,0
CUST00057,2793.76,0
CUST00057,3605.56,0
CUST00057,2925.74,0
CUST00057,4747.61,0
CUST00057,1990.94,0
CUST00057,4639.44,0
CUST00057,4352.3,0
CUST00057,3733.43,0
CUST00057,1877.72,0
CUST00057,5293.96,0
CUST00057,5629.47,0
CUST00057,373.74,0
CUST00057,3746.57,0
CUST00057,1170.8,0
CUST00057,2808.27,0
CUST00057,3151.17,0
CUST00057,4021.56,0
CUST00057,3156.63,0
CUST00057,2499.29,0
CUST00057,3905.27,0
CUST00057,597.7,0
CUST00058,2684.85,0
CUST00058,6461.74,0
CUST00058,1608.48,0
CUST00058,2221.82,0
CUST00058,1906.73,0
CUST00058,1458.03,0
CUST00058,443.12,0
CUST00058,4841.51,0
CUST00058,4416.45,0
CUST00058,4272.93,0
CUST00058,2546.28,0
CUST00058,1946.4,0
CUST00059,1070.91,0
CUST00059,2224.91,0
CUST00059,2517.16,0
CUST00059,5607.24,0
CUST00059,1444.6,0
CUST00059,4779.51,0
CUST00059,4520.21,0
CUST00059,2942.68,0
CUST00059,4504.65,0
CUST00060,3999.65,0
CUST00060,386.99,0
CUST00060,3505.85,0
CUST00060,5602.61,0
CUST00060,3422.21,0
CUST00060,3101.5,0
CUST00060,2599.86,0
CUST00060,5861.15,0
CUST00060,2386.81,0
CUST00060,5615.03,0
CUST00060,4277.52,0
CUST00060,4691.29,0
CUST00060,1971.11,0
CUST00060,2046.72,0
CUST00060,3621.55,0
CUST00060,5905.35,0
CUST00060,1159.36,0
CUST00060,1272.52,0
CUST00060,1612.83,0
CUST00060,6141.45,0
CUST00061,4220.8,0
CUST00061,2435.47,0
CUST00061,2177.78,0
CUST00061,2765.57,0
CUST00061,1141.98,0
CUST00061,4904.55,0
CUST00061,4235.12,0
CUST00061,1023.25,0
CUST00061,3675.51,0
CUST00062,1720.86,0
CUST00062,1135.52,0
CUST00062,2971.81,0
CUST00062,4818.94,0
CUST00062,3158.91,0
CUST00062,5524.9,0
CUST00063,4180.34,0
CUST00063,6187.4,0
CUST00063,4449.5,0
CUST00063,293.8,0
CUST00063,5432.5,0
CUST00063,5050.98,0
CUST00063,3543.79,0
CUST00063,3325.64,0
CUST00063,3808.45,0
CUST00063,2531.7,0
CUST00063,4239.59,0
CUST00063,450.96,0
CUST00063,1164.02,0
CUST00063,4663.97,0
CUST00063,3390.99,0
CUST00063,2531.57,0
CUST00063,5202.13,0
CUST00063,1196.52,0
CUST00063,4158.86,0
CUST00063,3885.46,0
CUST00063,1261.27,0
CUST00063,6578.67,0
CUST00063,1835.54,0
CUST00064,2870.71,0
CUST00064,4834.43,0
CUST00064,414.85,0
CUST00064,1331.99,0
CUST00064,5413.48,0
CUST00064,762.72,0
CUST00064,2965.91,0
CUST00064,4718.68,0
CUST00064,2043.59,0
CUST00064,2556.42,0
CUST00064,4787.04,0
CUST00064,1857.16,0
CUST00064,1754.75,0
CUST00064,1954.9,0
CUST00064,4603.99,0
CUST00064,3789.08,0
CUST00064,4352.94,0
CUST00065,4031.58,0
CUST00065,461.49,0
CUST00065,4398.33,0
CUST00065,1837.51,0
CUST00065,2657.3,0
CUST00065,1364.53,0
CUST00065,3388.18,0
CUST00065,5173.57,0
CUST00065,6896.49,0
CUST00065,4176.22,0
CUST00065,2009.35,0
CUST00065,5721.35,0
CUST00065,151.61,0
CUST00065,5397.72,0
CUST00065,9022.19,0
CUST00065,3469.0,0
CUST00065,5625.28,0
CUST00065,1428.6,0
CUST00065,5223.14,0
CUST00065,5008.89,0
CUST00065,1726.47,0
CUST00065,3247.14,0
CUST00065,3237.37,0
CUST00065,396.62,0
CUST00065,1340.08,0
CUST00065,512.05,0
CUST00066,2850.14,0
CUST00066,4459.84,0
CUST00066,771.51,0
CUST00066,3919.48,0
CUST00066,1933.57,0
CUST00066,477.98,0
CUST00066,1806.96,0
CUST00066,8018.46,0
CUST00066,2745.1,0
CUST00066,1499.83,0
CUST00066,3019.2,0
CUST00066,791.1,0
CUST00066,1710.95,0
CUST00066,4097.57,0
CUST00066,3432.83,0
CUST00066,4043.48,0
CUST00066,4666.33,0
CUST00066,1377.09,0
CUST00066,728.15,0
CUST00066,4307.99,0
CUST00066,1589.25,0
CUST00066,4671.29,0
CUST00067,4395.55,0
CUST00067,5645.19,0
CUST00067,4529.23,0
CUST00067,536.4,0
CUST00067,396.12,0
CUST00067,3966.78,0
CUST00067,2684.09,0
CUST00067,4053.44,0
CUST00067,3566.56,0
CUST00067,2967.95,0
CUST00067,1227.73,0
CUST00067,2924.49,0
CUST00067,5229.84,0
CUST00067,2369.36,0
